Mouse ID,Worm ID,Category,Broken(Y/N),Length,Width,Half of Width,Volume(um^3),Volume(cm^3)or (ml),Mass Density (gm/ml),,,
5960,18,20 Eggs,N,1925.805,25.08,12.54,951387.0938,9.51387E-07,1.04653E-06,,,
5960,19,20 Eggs,N,1813.911,23.378,11.689,778611.0527,7.78611E-07,8.56472E-07,,,
5960,20,20 Eggs,N,2099.019,28.011,14.0055,1293491.199,1.29349E-06,1.42284E-06,,,
5960,21,20 Eggs,N,2293.655,26.917,13.4585,1305182.627,1.30518E-06,1.4357E-06,,,
5960,22,20 Eggs,Y(Head),1424.335,23.841,11.9205,635844.5646,6.35845E-07,6.99429E-07,,,
5960,23,20 Eggs,N,2576.886,24.197,12.0985,1184972.131,1.18497E-06,1.30347E-06,,,
5960,24,20 Eggs,N,2365.277,24.758,12.379,1138683.447,1.13868E-06,1.25255E-06,,,
5960,25,20 Eggs,N,2026.631,23.143,11.5715,852518.6205,8.52519E-07,9.3777E-07,,,
5960,26,20 Eggs,N,1790.644,25.138,12.569,888711.0437,8.88711E-07,9.77582E-07,,,
5957,0,20 Eggs,N,,,,,,,Tumor,,
365,1,200 Eggs,N,568.529,18.334,9.167,150091.7972,1.50092E-07,1.65101E-07,,,
365,2,200 Eggs,N,324.102,10.817,5.4085,29784.15284,2.97842E-08,3.27626E-08,,,
366,1,200 Eggs,N,548.516,14.294,7.147,88021.08897,8.80211E-08,9.68232E-08,,,
366,2,200 Eggs,N,469.1,19.044,9.522,133620.0592,1.3362E-07,1.46982E-07,,,
366,3,200 Eggs,N,624.57,15.946,7.973,124731.0335,1.24731E-07,1.37204E-07,,,
366,4,200 Eggs,N,583.91,14.496,7.248,96367.84672,9.63678E-08,1.06005E-07,,,
366,5,200 Eggs,N,450.759,17.864,8.932,112977.4344,1.12977E-07,1.24275E-07,,,
369,1,200 Eggs,N,831.564,13.35,6.675,116398.6899,1.16399E-07,1.28039E-07,,,
370,1,200 Eggs,N,965.631,14.738,7.369,164732.0812,1.64732E-07,1.81205E-07,,,
370,2,200 Eggs,N,755.294,13.728,6.864,111794.5049,1.11795E-07,1.22974E-07,,,
363,1,200 Eggs,N,1287.252,19.159,9.5795,371106.9873,3.71107E-07,4.08218E-07,,,
363,2,200 Eggs,N,1766.1,24.635,12.3175,841802.6821,8.41803E-07,9.25983E-07,,,
363,3,200 Eggs,N,1229.375,19.153,9.5765,354199.4447,3.54199E-07,3.89619E-07,,,
363,4,200 Eggs,N,1068.305,17.732,8.866,263815.6698,2.63816E-07,2.90197E-07,,,
363,5,200 Eggs,N,1319.403,17.156,8.578,304999.7081,3.05E-07,3.355E-07,,,
363,6,200 Eggs,N,1112.488,17.078,8.539,254835.0936,2.54835E-07,2.80319E-07,"63 worms in this animal, only 6 of which were measured",,
364,0,200 Eggs,NA,0,0,0,0,0,0,,,
367,0,200 Eggs,NA,0,0,0,0,0,0,,,
368,0,200 Eggs,NA,0,0,0,0,0,0,,,
371,0,200 Eggs,NA,0,0,0,0,0,0,,,
372,0,200 Eggs,NA,0,0,0,0,0,0,,,
